userId,movieId,timestamp,rating
1,2657,964983426,3.0
1,2947,964982176,5.0
1,2058,964982400,5.0
1,1258,964983414,3.0
1,101,964980868,5.0
1,1032,964982791,5.0
1,2033,964982903,5.0
1,1024,964982876,5.0
1,3639,964982271,4.0
1,736,964982653,3.0
1,1804,964983034,5.0
1,1777,964981230,4.0
1,3578,964980668,5.0
1,943,964983614,4.0
1,2414,964982513,3.0
1,333,964981179,5.0
1,1517,964981107,5.0
1,673,964981775,3.0
1,3441,964982328,5.0
1,2048,964982791,5.0
1,2542,964981265,5.0
1,3448,964984054,5.0
1,1,964982703,4.0
1,1196,964981827,5.0
1,780,964984086,3.0
1,2143,964981725,4.0
1,441,964980868,4.0
1,1220,964981909,5.0
1,804,964980499,4.0
1,500,964981208,3.0
1,1219,964983393,2.0
1,1031,964982653,5.0
1,2470,964982588,5.0
1,596,964982838,5.0
1,3053,964984086,5.0
1,480,964982346,4.0
1,223,964980985,3.0
1,1030,964982903,3.0
1,4006,964982903,4.0
1,1226,964983618,5.0
1,1222,964981909,5.0
1,3034,964982791,5.0
1,1224,964984018,5.0
1,1092,964983484,5.0
1,2478,964984169,4.0
1,1396,964983017,3.0
1,1500,964980985,4.0
1,349,964982563,4.0
1,2826,964980523,4.0
1,940,964982176,5.0
1,163,964983650,5.0
1,5060,964984002,5.0
1,2949,964981888,5.0
1,1408,964982310,3.0
1,3617,964980683,4.0
1,70,964982400,3.0
1,1097,964981680,5.0
1,316,964982310,3.0
1,2329,964983263,5.0
1,1073,964981680,5.0
1,3440,964981799,4.0
1,2012,964984176,4.0
1,1060,964980924,4.0
1,2716,964983414,5.0
1,590,964982546,4.0
1,1023,964982681,5.0
1,1805,964983056,4.0
1,1927,964981497,5.0
1,1793,964981404,4.0
1,50,964982931,5.0
1,2000,964982211,4.0
1,2872,964981680,5.0
1,1617,964982951,5.0
1,3253,964981107,5.0
1,2528,964982328,3.0
1,2641,964982620,5.0
1,2090,964982838,5.0
1,1278,964983414,5.0
1,2028,964981888,4.0
1,3702,964983737,5.0
1,3744,964980694,4.0
1,1282,964982703,5.0
1,356,964980962,4.0
1,1580,964981125,3.0
1,553,964984153,5.0
1,3489,964981775,4.0
1,1210,964980499,5.0
1,1275,964982290,5.0
1,2105,964981725,4.0
1,3168,964982495,4.0
1,2692,964981855,5.0
1,260,964981680,5.0
1,296,964982967,3.0
1,2644,964983393,4.0
1,1197,964981872,5.0
1,2161,964981710,5.0
1,1240,964983723,5.0
1,2580,964983000,5.0
1,2700,964980985,5.0
1,2761,964982703,5.0
1,362,964982588,5.0
1,1213,964982951,5.0
1,923,964981529,5.0
1,1348,964983393,4.0
1,2268,964982989,4.0
1,2944,964981872,5.0
1,367,964981710,4.0
1,2174,964981680,4.0
1,1377,964982653,3.0
1,1042,964981179,4.0
1,733,964982400,4.0
1,1049,964982400,5.0
1,2492,965719662,4.0
1,2628,964980523,4.0
1,3729,964982363,5.0
1,2389,964983094,2.0
1,919,964982475,5.0
1,3740,964982417,4.0
